County,County code,Date,Fuel type,Region,Count,Count/population,Count/population (delta cf. prev. year)
Upplands Väsby,114,1/1/2013,Diesel,Stockholms län,846,0.020410625,0
Upplands Väsby,114,1/1/2013,Electric hybrids,Stockholms län,33,0.000796159,0
Upplands Väsby,114,1/1/2013,Electricty,Stockholms län,0,0,0
Upplands Väsby,114,1/1/2013,Ethanol,Stockholms län,8,0.000193008,0
Upplands Väsby,114,1/1/2013,Gas,Stockholms län,686,0.01655046,0
Upplands Väsby,114,1/1/2013,NG,Stockholms län,15,0.000361891,0
Upplands Väsby,114,1/1/2013,Plug-in hybrids,Stockholms län,8,0.000193008,0
Upplands Väsby,114,1/1/2014,Diesel,Stockholms län,978,0.023388177,0.002977552
Upplands Väsby,114,1/1/2014,Electric hybrids,Stockholms län,29,0.000693514,-0.000102645
Upplands Väsby,114,1/1/2014,Electricty,Stockholms län,3,7.17E-05,7.17E-05
Upplands Väsby,114,1/1/2014,Ethanol,Stockholms län,1,2.39E-05,-0.000169094
Upplands Väsby,114,1/1/2014,Gas,Stockholms län,673,0.016094318,-0.000456142
Upplands Väsby,114,1/1/2014,NG,Stockholms län,17,0.000406543,4.47E-05
Upplands Väsby,114,1/1/2014,Plug-in hybrids,Stockholms län,54,0.001291372,0.001098363
Upplands Väsby,114,1/1/2015,Diesel,Stockholms län,852,0.019971402,-0.003416774
Upplands Väsby,114,1/1/2015,Electric hybrids,Stockholms län,26,0.000609456,-8.41E-05
Upplands Väsby,114,1/1/2015,Electricty,Stockholms län,10,0.000234406,0.000162663
Upplands Väsby,114,1/1/2015,Ethanol,Stockholms län,0,0,-2.39E-05
Upplands Väsby,114,1/1/2015,Gas,Stockholms län,493,0.011556222,-0.004538096
Upplands Väsby,114,1/1/2015,NG,Stockholms län,19,0.000445372,3.88E-05
Upplands Väsby,114,1/1/2015,Plug-in hybrids,Stockholms län,25,0.000586015,-0.000705356
Upplands Väsby,114,1/1/2016,Diesel,Stockholms län,835,0.019024401,-0.000947001
Upplands Väsby,114,1/1/2016,Electric hybrids,Stockholms län,38,0.000865781,0.000256325
Upplands Väsby,114,1/1/2016,Electricty,Stockholms län,10,0.000227837,-6.57E-06
Upplands Väsby,114,1/1/2016,Ethanol,Stockholms län,0,0,0
Upplands Väsby,114,1/1/2016,Gas,Stockholms län,569,0.012963933,0.001407711
Upplands Väsby,114,1/1/2016,NG,Stockholms län,40,0.000911349,0.000465977
Upplands Väsby,114,1/1/2016,Plug-in hybrids,Stockholms län,27,0.00061516,2.91E-05
Upplands Väsby,114,1/1/2017,Diesel,Stockholms län,940,0.021073871,0.002049469
Upplands Väsby,114,1/1/2017,Electric hybrids,Stockholms län,67,0.001502074,0.000636293
Upplands Väsby,114,1/1/2017,Electricty,Stockholms län,13,0.000291447,6.36E-05
Upplands Väsby,114,1/1/2017,Ethanol,Stockholms län,0,0,0
Upplands Väsby,114,1/1/2017,Gas,Stockholms län,739,0.016567649,0.003603716
Upplands Väsby,114,1/1/2017,NG,Stockholms län,14,0.000313866,-0.000597482
Upplands Väsby,114,1/1/2017,Plug-in hybrids,Stockholms län,34,0.000762246,0.000147086
Upplands Väsby,114,1/1/2018,Diesel,Stockholms län,766,0.01681927,-0.004254601
Upplands Väsby,114,1/1/2018,Electric hybrids,Stockholms län,66,0.00144918,-5.29E-05
Upplands Väsby,114,1/1/2018,Electricty,Stockholms län,15,0.000329359,3.79E-05
Upplands Väsby,114,1/1/2018,Ethanol,Stockholms län,0,0,0
Upplands Väsby,114,1/1/2018,Gas,Stockholms län,795,0.017456031,0.000888381
Upplands Väsby,114,1/1/2018,NG,Stockholms län,11,0.00024153,-7.23E-05
Upplands Väsby,114,1/1/2018,Plug-in hybrids,Stockholms län,45,0.000988077,0.000225831
Upplands Väsby,114,1/1/2019,Diesel,Stockholms län,386,0.008250331,-0.008568938
Upplands Väsby,114,1/1/2019,Electric hybrids,Stockholms län,195,0.004167913,0.002718734
Upplands Väsby,114,1/1/2019,Electricty,Stockholms län,64,0.001367931,0.001038572
Upplands Väsby,114,1/1/2019,Ethanol,Stockholms län,0,0,0
Upplands Väsby,114,1/1/2019,Gas,Stockholms län,750,0.016030436,-0.001425594
Upplands Väsby,114,1/1/2019,NG,Stockholms län,6,0.000128243,-0.000113286
Upplands Väsby,114,1/1/2019,Plug-in hybrids,Stockholms län,86,0.001838157,0.00085008
Upplands Väsby,114,1/1/2020,Diesel,Stockholms län,168,0.003560529,-0.004689802
Upplands Väsby,114,1/1/2020,Electric hybrids,Stockholms län,97,0.002055782,-0.002112132
Upplands Väsby,114,1/1/2020,Electricty,Stockholms län,88,0.001865039,0.000497108
Upplands Väsby,114,1/1/2020,Ethanol,Stockholms län,1,2.12E-05,2.12E-05
Upplands Väsby,114,1/1/2020,Gas,Stockholms län,435,0.009219227,-0.00681121
Upplands Väsby,114,1/1/2020,NG,Stockholms län,4,8.48E-05,-4.35E-05
Upplands Väsby,114,1/1/2020,Plug-in hybrids,Stockholms län,262,0.00555273,0.003714573
Upplands Väsby,114,1/1/2021,Diesel,Stockholms län,174,0.003638645,7.81E-05
Upplands Väsby,114,1/1/2021,Electric hybrids,Stockholms län,119,0.002488499,0.000432717
Upplands Väsby,114,1/1/2021,Electricty,Stockholms län,224,0.004684233,0.002819194
Upplands Väsby,114,1/1/2021,Ethanol,Stockholms län,6,0.000125471,0.000104277
Upplands Väsby,114,1/1/2021,Gas,Stockholms län,329,0.006879967,-0.00233926
Upplands Väsby,114,1/1/2021,NG,Stockholms län,3,6.27E-05,-2.20E-05
Upplands Väsby,114,1/1/2021,Plug-in hybrids,Stockholms län,246,0.005144291,-0.000408439
Vallentuna,115,1/1/2013,Diesel,Stockholms län,275,0.008698128,0
Vallentuna,115,1/1/2013,Electric hybrids,Stockholms län,18,0.000569332,0
Vallentuna,115,1/1/2013,Electricty,Stockholms län,0,0,0
Vallentuna,115,1/1/2013,Ethanol,Stockholms län,4,0.000126518,0
Vallentuna,115,1/1/2013,Gas,Stockholms län,302,0.009552126,0
Vallentuna,115,1/1/2013,NG,Stockholms län,1,3.16E-05,0
Vallentuna,115,1/1/2013,Plug-in hybrids,Stockholms län,1,3.16E-05,0
Vallentuna,115,1/1/2014,Diesel,Stockholms län,293,0.009165129,0.000467001
Vallentuna,115,1/1/2014,Electric hybrids,Stockholms län,18,0.000563045,-6.29E-06
Vallentuna,115,1/1/2014,Electricty,Stockholms län,3,9.38E-05,9.38E-05
Vallentuna,115,1/1/2014,Ethanol,Stockholms län,1,3.13E-05,-9.52E-05
Vallentuna,115,1/1/2014,Gas,Stockholms län,356,0.011135788,0.001583662
Vallentuna,115,1/1/2014,NG,Stockholms län,9,0.000281523,0.000249893
Vallentuna,115,1/1/2014,Plug-in hybrids,Stockholms län,23,0.000719447,0.000687817
Vallentuna,115,1/1/2015,Diesel,Stockholms län,372,0.011488573,0.002323444
Vallentuna,115,1/1/2015,Electric hybrids,Stockholms län,20,0.000617665,5.46E-05
Vallentuna,115,1/1/2015,Electricty,Stockholms län,2,6.18E-05,-3.21E-05
Vallentuna,115,1/1/2015,Ethanol,Stockholms län,2,6.18E-05,3.05E-05
Vallentuna,115,1/1/2015,Gas,Stockholms län,406,0.012538604,0.001402816
Vallentuna,115,1/1/2015,NG,Stockholms län,4,0.000123533,-0.00015799
Vallentuna,115,1/1/2015,Plug-in hybrids,Stockholms län,16,0.000494132,-0.000225315
Vallentuna,115,1/1/2016,Diesel,Stockholms län,346,0.010553607,-0.000934966
Vallentuna,115,1/1/2016,Electric hybrids,Stockholms län,45,0.001372579,0.000754914
Vallentuna,115,1/1/2016,Electricty,Stockholms län,8,0.000244014,0.000182248
Vallentuna,115,1/1/2016,Ethanol,Stockholms län,1,3.05E-05,-3.13E-05
Vallentuna,115,1/1/2016,Gas,Stockholms län,458,0.013969803,0.001431199
Vallentuna,115,1/1/2016,NG,Stockholms län,9,0.000274516,0.000150983
Vallentuna,115,1/1/2016,Plug-in hybrids,Stockholms län,29,0.000884551,0.000390419
Vallentuna,115,1/1/2017,Diesel,Stockholms län,345,0.010399397,-0.00015421
Vallentuna,115,1/1/2017,Electric hybrids,Stockholms län,51,0.001537302,0.000164723
Vallentuna,115,1/1/2017,Electricty,Stockholms län,27,0.000813866,0.000569852
Vallentuna,115,1/1/2017,Ethanol,Stockholms län,0,0,-3.05E-05
Vallentuna,115,1/1/2017,Gas,Stockholms län,463,0.013956292,-1.35E-05
Vallentuna,115,1/1/2017,NG,Stockholms län,2,6.03E-05,-0.000214229
Vallentuna,115,1/1/2017,Plug-in hybrids,Stockholms län,47,0.001416729,0.000532179
Vallentuna,115,1/1/2018,Diesel,Stockholms län,159,0.004755922,-0.005643475
Vallentuna,115,1/1/2018,Electric hybrids,Stockholms län,53,0.001585307,4.80E-05
Vallentuna,115,1/1/2018,Electricty,Stockholms län,24,0.000717875,-9.60E-05
Vallentuna,115,1/1/2018,Ethanol,Stockholms län,1,2.99E-05,2.99E-05
Vallentuna,115,1/1/2018,Gas,Stockholms län,434,0.012981575,-0.000974718
Vallentuna,115,1/1/2018,NG,Stockholms län,0,0,-6.03E-05
Vallentuna,115,1/1/2018,Plug-in hybrids,Stockholms län,68,0.002033979,0.00061725
Vallentuna,115,1/1/2019,Diesel,Stockholms län,165,0.004840129,8.42E-05
Vallentuna,115,1/1/2019,Electric hybrids,Stockholms län,76,0.002229393,0.000644085
Vallentuna,115,1/1/2019,Electricty,Stockholms län,72,0.002112056,0.001394181
Vallentuna,115,1/1/2019,Ethanol,Stockholms län,7,0.000205339,0.000175427
Vallentuna,115,1/1/2019,Gas,Stockholms län,403,0.011821649,-0.001159926
Vallentuna,115,1/1/2019,NG,Stockholms län,6,0.000176005,0.000176005
Vallentuna,115,1/1/2019,Plug-in hybrids,Stockholms län,67,0.001965386,-6.86E-05
Vallentuna,115,1/1/2020,Diesel,Stockholms län,98,0.0028723,-0.001967829
Vallentuna,115,1/1/2020,Electric hybrids,Stockholms län,52,0.001524077,-0.000705315
Vallentuna,115,1/1/2020,Electricty,Stockholms län,113,0.003311938,0.001199881
Vallentuna,115,1/1/2020,Ethanol,Stockholms län,0,0,-0.000205339
Vallentuna,115,1/1/2020,Gas,Stockholms län,326,0.009554794,-0.002266855
Vallentuna,115,1/1/2020,NG,Stockholms län,2,5.86E-05,-0.000117386
Vallentuna,115,1/1/2020,Plug-in hybrids,Stockholms län,131,0.003839503,0.001874117
Vallentuna,115,1/1/2021,Diesel,Stockholms län,86,0.002511242,-0.000361058
Vallentuna,115,1/1/2021,Electric hybrids,Stockholms län,70,0.002044034,0.000519957
Vallentuna,115,1/1/2021,Electricty,Stockholms län,232,0.006774514,0.003462576
Vallentuna,115,1/1/2021,Ethanol,Stockholms län,6,0.000175203,0.000175203
Vallentuna,115,1/1/2021,Gas,Stockholms län,209,0.006102903,-0.003451891
Vallentuna,115,1/1/2021,NG,Stockholms län,2,5.84E-05,-2.17E-07
Vallentuna,115,1/1/2021,Plug-in hybrids,Stockholms län,179,0.005226888,0.001387385
Österåker,117,1/1/2013,Diesel,Stockholms län,422,0.01042104,0
Österåker,117,1/1/2013,Electric hybrids,Stockholms län,50,0.00123472,0
Österåker,117,1/1/2013,Electricty,Stockholms län,2,4.94E-05,0
Österåker,117,1/1/2013,Ethanol,Stockholms län,5,0.000123472,0
Österåker,117,1/1/2013,Gas,Stockholms län,499,0.012322509,0
Österåker,117,1/1/2013,NG,Stockholms län,5,0.000123472,0
Österåker,117,1/1/2013,Plug-in hybrids,Stockholms län,1,2.47E-05,0
Österåker,117,1/1/2014,Diesel,Stockholms län,483,0.011728995,0.001307955
Österåker,117,1/1/2014,Electric hybrids,Stockholms län,76,0.001845556,0.000610836
Österåker,117,1/1/2014,Electricty,Stockholms län,5,0.000121418,7.20E-05
Österåker,117,1/1/2014,Ethanol,Stockholms län,3,7.29E-05,-5.06E-05
Österåker,117,1/1/2014,Gas,Stockholms län,531,0.012894609,0.0005721
Österåker,117,1/1/2014,NG,Stockholms län,3,7.29E-05,-5.06E-05
Österåker,117,1/1/2014,Plug-in hybrids,Stockholms län,6,0.000145702,0.000121007
Österåker,117,1/1/2015,Diesel,Stockholms län,538,0.012769998,0.001041003
Österåker,117,1/1/2015,Electric hybrids,Stockholms län,83,0.001970093,0.000124536
Österåker,117,1/1/2015,Electricty,Stockholms län,19,0.000450985,0.000329567
Österåker,117,1/1/2015,Ethanol,Stockholms län,2,4.75E-05,-2.54E-05
Österåker,117,1/1/2015,Gas,Stockholms län,624,0.014811298,0.001916689
Österåker,117,1/1/2015,NG,Stockholms län,9,0.000213624,0.000140774
Österåker,117,1/1/2015,Plug-in hybrids,Stockholms län,12,0.000284833,0.000139131
Österåker,117,1/1/2016,Diesel,Stockholms län,548,0.012657935,-0.000112062
Österåker,117,1/1/2016,Electric hybrids,Stockholms län,109,0.002517728,0.000547635
Österåker,117,1/1/2016,Electricty,Stockholms län,18,0.000415772,-3.52E-05
Österåker,117,1/1/2016,Ethanol,Stockholms län,1,2.31E-05,-2.44E-05
Österåker,117,1/1/2016,Gas,Stockholms län,690,0.015937911,0.001126613
Österåker,117,1/1/2016,NG,Stockholms län,3,6.93E-05,-0.000144329
Österåker,117,1/1/2016,Plug-in hybrids,Stockholms län,23,0.000531264,0.000246431
Österåker,117,1/1/2017,Diesel,Stockholms län,516,0.011692726,-0.000965209
Österåker,117,1/1/2017,Electric hybrids,Stockholms län,165,0.003738953,0.001221225
Österåker,117,1/1/2017,Electricty,Stockholms län,26,0.000589168,0.000173397
Österåker,117,1/1/2017,Ethanol,Stockholms län,0,0,-2.31E-05
Österåker,117,1/1/2017,Gas,Stockholms län,674,0.015273057,-0.000664855
Österåker,117,1/1/2017,NG,Stockholms län,4,9.06E-05,2.13E-05
Österåker,117,1/1/2017,Plug-in hybrids,Stockholms län,41,0.000929073,0.000397809
Österåker,117,1/1/2018,Diesel,Stockholms län,361,0.008052464,-0.003640262
Österåker,117,1/1/2018,Electric hybrids,Stockholms län,177,0.003948161,0.000209208
Österåker,117,1/1/2018,Electricty,Stockholms län,31,0.000691486,0.000102317
Österåker,117,1/1/2018,Ethanol,Stockholms län,0,0,0
Österåker,117,1/1/2018,Gas,Stockholms län,831,0.018536281,0.003263224
Österåker,117,1/1/2018,NG,Stockholms län,2,4.46E-05,-4.60E-05
Österåker,117,1/1/2018,Plug-in hybrids,Stockholms län,63,0.001405278,0.000476204
Österåker,117,1/1/2019,Diesel,Stockholms län,279,0.006121912,-0.001930552
Österåker,117,1/1/2019,Electric hybrids,Stockholms län,217,0.004761487,0.000813326
Österåker,117,1/1/2019,Electricty,Stockholms län,104,0.002282003,0.001590517
Österåker,117,1/1/2019,Ethanol,Stockholms län,0,0,0
Österåker,117,1/1/2019,Gas,Stockholms län,865,0.01898012,0.00044384
Österåker,117,1/1/2019,NG,Stockholms län,1,2.19E-05,-2.27E-05
Österåker,117,1/1/2019,Plug-in hybrids,Stockholms län,70,0.001535963,0.000130686
Österåker,117,1/1/2020,Diesel,Stockholms län,178,0.003816139,-0.002305772
Österåker,117,1/1/2020,Electric hybrids,Stockholms län,196,0.004202041,-0.000559446
Österåker,117,1/1/2020,Electricty,Stockholms län,144,0.003087214,0.000805211
Österåker,117,1/1/2020,Ethanol,Stockholms län,0,0,0
Österåker,117,1/1/2020,Gas,Stockholms län,580,0.012434611,-0.006545509
Österåker,117,1/1/2020,NG,Stockholms län,2,4.29E-05,2.09E-05
Österåker,117,1/1/2020,Plug-in hybrids,Stockholms län,262,0.005617014,0.00408105
Österåker,117,1/1/2021,Diesel,Stockholms län,151,0.003130572,-0.000685567
Österåker,117,1/1/2021,Electric hybrids,Stockholms län,196,0.004063524,-0.000138517
Österåker,117,1/1/2021,Electricty,Stockholms län,361,0.007484347,0.004397133
Österåker,117,1/1/2021,Ethanol,Stockholms län,3,6.22E-05,6.22E-05
Österåker,117,1/1/2021,Gas,Stockholms län,509,0.010552722,-0.001881889
Österåker,117,1/1/2021,NG,Stockholms län,0,0,-4.29E-05
Österåker,117,1/1/2021,Plug-in hybrids,Stockholms län,331,0.006862379,0.001245365
Värmdö,120,1/1/2013,Diesel,Stockholms län,342,0.008596421,0
Värmdö,120,1/1/2013,Electric hybrids,Stockholms län,28,0.000703801,0
Värmdö,120,1/1/2013,Electricty,Stockholms län,4,0.000100543,0
Värmdö,120,1/1/2013,Ethanol,Stockholms län,2,5.03E-05,0
Värmdö,120,1/1/2013,Gas,Stockholms län,420,0.010557008,0
Värmdö,120,1/1/2013,NG,Stockholms län,4,0.000100543,0
Värmdö,120,1/1/2013,Plug-in hybrids,Stockholms län,3,7.54E-05,0
Värmdö,120,1/1/2014,Diesel,Stockholms län,337,0.008312572,-0.000283848
Värmdö,120,1/1/2014,Electric hybrids,Stockholms län,25,0.00061666,-8.71E-05
Värmdö,120,1/1/2014,Electricty,Stockholms län,9,0.000221997,0.000121455
Värmdö,120,1/1/2014,Ethanol,Stockholms län,0,0,-5.03E-05
Värmdö,120,1/1/2014,Gas,Stockholms län,409,0.010088552,-0.000468456
Värmdö,120,1/1/2014,NG,Stockholms län,7,0.000172665,7.21E-05
Värmdö,120,1/1/2014,Plug-in hybrids,Stockholms län,6,0.000147998,7.26E-05
Värmdö,120,1/1/2015,Diesel,Stockholms län,439,0.010679446,0.002366874
Värmdö,120,1/1/2015,Electric hybrids,Stockholms län,27,0.000656822,4.02E-05
Värmdö,120,1/1/2015,Electricty,Stockholms län,19,0.000462208,0.000240211
Värmdö,120,1/1/2015,Ethanol,Stockholms län,1,2.43E-05,2.43E-05
Värmdö,120,1/1/2015,Gas,Stockholms län,525,0.012771547,0.002682995
Värmdö,120,1/1/2015,NG,Stockholms län,3,7.30E-05,-9.97E-05
Värmdö,120,1/1/2015,Plug-in hybrids,Stockholms län,5,0.000121634,-2.64E-05
Värmdö,120,1/1/2016,Diesel,Stockholms län,456,0.010857143,0.000177697
Värmdö,120,1/1/2016,Electric hybrids,Stockholms län,60,0.001428571,0.000771749
Värmdö,120,1/1/2016,Electricty,Stockholms län,13,0.000309524,-0.000152685
Värmdö,120,1/1/2016,Ethanol,Stockholms län,0,0,-2.43E-05
Värmdö,120,1/1/2016,Gas,Stockholms län,614,0.014619048,0.0018475
Värmdö,120,1/1/2016,NG,Stockholms län,3,7.14E-05,-1.55E-06
Värmdö,120,1/1/2016,Plug-in hybrids,Stockholms län,14,0.000333333,0.0002117
Värmdö,120,1/1/2017,Diesel,Stockholms län,395,0.009092165,-0.001764978
Värmdö,120,1/1/2017,Electric hybrids,Stockholms län,79,0.001818433,0.000389861
Värmdö,120,1/1/2017,Electricty,Stockholms län,17,0.000391308,8.18E-05
Värmdö,120,1/1/2017,Ethanol,Stockholms län,1,2.30E-05,2.30E-05
Värmdö,120,1/1/2017,Gas,Stockholms län,694,0.015974588,0.00135554
Värmdö,120,1/1/2017,NG,Stockholms län,2,4.60E-05,-2.54E-05
Värmdö,120,1/1/2017,Plug-in hybrids,Stockholms län,17,0.000391308,5.80E-05
Värmdö,120,1/1/2018,Diesel,Stockholms län,259,0.005833728,-0.003258437
Värmdö,120,1/1/2018,Electric hybrids,Stockholms län,81,0.001824448,6.01E-06
Värmdö,120,1/1/2018,Electricty,Stockholms län,26,0.000585625,0.000194317
Värmdö,120,1/1/2018,Ethanol,Stockholms län,0,0,-2.30E-05
Värmdö,120,1/1/2018,Gas,Stockholms län,780,0.017568755,0.001594167
Värmdö,120,1/1/2018,NG,Stockholms län,0,0,-4.60E-05
Värmdö,120,1/1/2018,Plug-in hybrids,Stockholms län,67,0.001509111,0.001117803
Värmdö,120,1/1/2019,Diesel,Stockholms län,246,0.005466667,-0.000367061
Värmdö,120,1/1/2019,Electric hybrids,Stockholms län,144,0.0032,0.001375552
Värmdö,120,1/1/2019,Electricty,Stockholms län,84,0.001866667,0.001281042
Värmdö,120,1/1/2019,Ethanol,Stockholms län,2,4.44E-05,4.44E-05
Värmdö,120,1/1/2019,Gas,Stockholms län,625,0.013888889,-0.003679866
Värmdö,120,1/1/2019,NG,Stockholms län,1,2.22E-05,2.22E-05
Värmdö,120,1/1/2019,Plug-in hybrids,Stockholms län,72,0.0016,9.09E-05
Värmdö,120,1/1/2020,Diesel,Stockholms län,129,0.002831058,-0.002635608
Värmdö,120,1/1/2020,Electric hybrids,Stockholms län,74,0.001624018,-0.001575982
Värmdö,120,1/1/2020,Electricty,Stockholms län,145,0.003182197,0.001315531
Värmdö,120,1/1/2020,Ethanol,Stockholms län,0,0,-4.44E-05
Värmdö,120,1/1/2020,Gas,Stockholms län,437,0.009590484,-0.004298405
Värmdö,120,1/1/2020,NG,Stockholms län,0,0,-2.22E-05
Värmdö,120,1/1/2020,Plug-in hybrids,Stockholms län,282,0.006188825,0.004588825
Värmdö,120,1/1/2021,Diesel,Stockholms län,105,0.002271154,-0.000559904
Värmdö,120,1/1/2021,Electric hybrids,Stockholms län,99,0.002141374,0.000517356
Värmdö,120,1/1/2021,Electricty,Stockholms län,312,0.006748572,0.003566375
Värmdö,120,1/1/2021,Ethanol,Stockholms län,15,0.000324451,0.000324451
Värmdö,120,1/1/2021,Gas,Stockholms län,364,0.007873334,-0.00171715
Värmdö,120,1/1/2021,NG,Stockholms län,0,0,0
Värmdö,120,1/1/2021,Plug-in hybrids,Stockholms län,358,0.007743554,0.001554729
Järfälla,123,1/1/2013,Diesel,Stockholms län,535,0.007734902,0
Järfälla,123,1/1/2013,Electric hybrids,Stockholms län,36,0.000520479,0
Järfälla,123,1/1/2013,Electricty,Stockholms län,1,1.45E-05,0
Järfälla,123,1/1/2013,Ethanol,Stockholms län,13,0.000187951,0
Järfälla,123,1/1/2013,Gas,Stockholms län,674,0.009744531,0
Järfälla,123,1/1/2013,NG,Stockholms län,25,0.000361444,0
Järfälla,123,1/1/2013,Plug-in hybrids,Stockholms län,3,4.34E-05,0
Järfälla,123,1/1/2014,Diesel,Stockholms län,662,0.009363375,0.001628473
Järfälla,123,1/1/2014,Electric hybrids,Stockholms län,51,0.000721348,0.000200868
Järfälla,123,1/1/2014,Electricty,Stockholms län,3,4.24E-05,2.80E-05
Järfälla,123,1/1/2014,Ethanol,Stockholms län,41,0.000579907,0.000391956
Järfälla,123,1/1/2014,Gas,Stockholms län,730,0.010325172,0.000580641
Järfälla,123,1/1/2014,NG,Stockholms län,53,0.000749636,0.000388192
Järfälla,123,1/1/2014,Plug-in hybrids,Stockholms län,10,0.000141441,9.81E-05
Järfälla,123,1/1/2015,Diesel,Stockholms län,605,0.008353008,-0.001010368
Järfälla,123,1/1/2015,Electric hybrids,Stockholms län,67,0.000925044,0.000203696
Järfälla,123,1/1/2015,Electricty,Stockholms län,12,0.000165679,0.000123247
Järfälla,123,1/1/2015,Ethanol,Stockholms län,1,1.38E-05,-0.0005661
Järfälla,123,1/1/2015,Gas,Stockholms län,780,0.010769167,0.000443995
Järfälla,123,1/1/2015,NG,Stockholms län,44,0.000607491,-0.000142144
Järfälla,123,1/1/2015,Plug-in hybrids,Stockholms län,9,0.00012426,-1.72E-05
Järfälla,123,1/1/2016,Diesel,Stockholms län,761,0.010226845,0.001873837
Järfälla,123,1/1/2016,Electric hybrids,Stockholms län,86,0.001155728,0.000230684
Järfälla,123,1/1/2016,Electricty,Stockholms län,12,0.000161264,-4.42E-06
Järfälla,123,1/1/2016,Ethanol,Stockholms län,1,1.34E-05,-3.68E-07
Järfälla,123,1/1/2016,Gas,Stockholms län,1061,0.014258453,0.003489286
Järfälla,123,1/1/2016,NG,Stockholms län,28,0.000376283,-0.000231208
Järfälla,123,1/1/2016,Plug-in hybrids,Stockholms län,13,0.000174703,5.04E-05
Järfälla,123,1/1/2017,Diesel,Stockholms län,544,0.007115483,-0.003111362
Järfälla,123,1/1/2017,Electric hybrids,Stockholms län,118,0.001543432,0.000387704
Järfälla,123,1/1/2017,Electricty,Stockholms län,16,0.000209279,4.80E-05
Järfälla,123,1/1/2017,Ethanol,Stockholms län,0,0,-1.34E-05
Järfälla,123,1/1/2017,Gas,Stockholms län,768,0.010045387,-0.004213066
Järfälla,123,1/1/2017,NG,Stockholms län,38,0.000497037,0.000120754
Järfälla,123,1/1/2017,Plug-in hybrids,Stockholms län,24,0.000313918,0.000139215
Järfälla,123,1/1/2018,Diesel,Stockholms län,365,0.004650866,-0.002464616
Järfälla,123,1/1/2018,Electric hybrids,Stockholms län,147,0.001873089,0.000329657
Järfälla,123,1/1/2018,Electricty,Stockholms län,27,0.000344037,0.000134758
Järfälla,123,1/1/2018,Ethanol,Stockholms län,0,0,0
Järfälla,123,1/1/2018,Gas,Stockholms län,887,0.011302243,0.001256855
Järfälla,123,1/1/2018,NG,Stockholms län,58,0.000739042,0.000242004
Järfälla,123,1/1/2018,Plug-in hybrids,Stockholms län,45,0.000573394,0.000259476
Järfälla,123,1/1/2019,Diesel,Stockholms län,364,0.004550569,-0.000100298
Järfälla,123,1/1/2019,Electric hybrids,Stockholms län,171,0.002137767,0.000264679
Järfälla,123,1/1/2019,Electricty,Stockholms län,88,0.001100138,0.000756101
Järfälla,123,1/1/2019,Ethanol,Stockholms län,0,0,0
Järfälla,123,1/1/2019,Gas,Stockholms län,897,0.011213902,-8.83E-05
Järfälla,123,1/1/2019,NG,Stockholms län,43,0.000537567,-0.000201475
Järfälla,123,1/1/2019,Plug-in hybrids,Stockholms län,65,0.000812602,0.000239207
Järfälla,123,1/1/2020,Diesel,Stockholms län,217,0.002669981,-0.001880588
Järfälla,123,1/1/2020,Electric hybrids,Stockholms län,152,0.001870217,-0.00026755
Järfälla,123,1/1/2020,Electricty,Stockholms län,127,0.001562615,0.000462478
Järfälla,123,1/1/2020,Ethanol,Stockholms län,2,2.46E-05,2.46E-05
Järfälla,123,1/1/2020,Gas,Stockholms län,619,0.007616212,-0.00359769
Järfälla,123,1/1/2020,NG,Stockholms län,8,9.84E-05,-0.000439135
Järfälla,123,1/1/2020,Plug-in hybrids,Stockholms län,196,0.002411595,0.001598994
Järfälla,123,1/1/2021,Diesel,Stockholms län,205,0.002464831,-0.000205149
Järfälla,123,1/1/2021,Electric hybrids,Stockholms län,168,0.002019959,0.000149742
Järfälla,123,1/1/2021,Electricty,Stockholms län,321,0.003859565,0.002296949
Järfälla,123,1/1/2021,Ethanol,Stockholms län,15,0.000180353,0.000155745
Järfälla,123,1/1/2021,Gas,Stockholms län,549,0.006600938,-0.001015274
Järfälla,123,1/1/2021,NG,Stockholms län,2,2.40E-05,-7.44E-05
Järfälla,123,1/1/2021,Plug-in hybrids,Stockholms län,388,0.004665144,0.002253548
Ekerö,125,1/1/2013,Diesel,Stockholms län,213,0.008081958,0
Ekerö,125,1/1/2013,Electric hybrids,Stockholms län,10,0.000379435,0
Ekerö,125,1/1/2013,Electricty,Stockholms län,0,0,0
Ekerö,125,1/1/2013,Ethanol,Stockholms län,4,0.000151774,0
Ekerö,125,1/1/2013,Gas,Stockholms län,199,0.007550749,0
Ekerö,125,1/1/2013,NG,Stockholms län,1,3.79E-05,0
Ekerö,125,1/1/2013,Plug-in hybrids,Stockholms län,0,0,0
Ekerö,125,1/1/2014,Diesel,Stockholms län,232,0.008689789,0.000607832
Ekerö,125,1/1/2014,Electric hybrids,Stockholms län,11,0.000412016,3.26E-05
Ekerö,125,1/1/2014,Electricty,Stockholms län,4,0.000149824,0.000149824
Ekerö,125,1/1/2014,Ethanol,Stockholms län,0,0,-0.000151774
Ekerö,125,1/1/2014,Gas,Stockholms län,203,0.007603566,5.28E-05
Ekerö,125,1/1/2014,NG,Stockholms län,8,0.000299648,0.000261704
Ekerö,125,1/1/2014,Plug-in hybrids,Stockholms län,11,0.000412016,0.000412016
Ekerö,125,1/1/2015,Diesel,Stockholms län,263,0.009746516,0.001056727
