County,County code,Date,Fuel type,Region,Count,Count/population,Count/population (delta cf. prev. year)
Älvkarleby,319,1/1/2014,Diesel,Uppsala län,56,0.006107536,0.000632284
Älvkarleby,319,1/1/2014,Electric hybrids,Uppsala län,4,0.000436253,0.000326748
Älvkarleby,319,1/1/2014,Electricty,Uppsala län,0,0,0
Älvkarleby,319,1/1/2014,Ethanol,Uppsala län,0,0,0
Älvkarleby,319,1/1/2014,Gas,Uppsala län,48,0.005235031,0.00085483
Älvkarleby,319,1/1/2014,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2014,Plug-in hybrids,Uppsala län,0,0,0
Älvkarleby,319,1/1/2015,Diesel,Uppsala län,71,0.007640159,0.001532623
Älvkarleby,319,1/1/2015,Electric hybrids,Uppsala län,0,0,-0.000436253
Älvkarleby,319,1/1/2015,Electricty,Uppsala län,0,0,0
Älvkarleby,319,1/1/2015,Ethanol,Uppsala län,0,0,0
Älvkarleby,319,1/1/2015,Gas,Uppsala län,47,0.00505757,-0.000177461
Älvkarleby,319,1/1/2015,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2015,Plug-in hybrids,Uppsala län,0,0,0
Älvkarleby,319,1/1/2016,Diesel,Uppsala län,71,0.007517205,-0.000122954
Älvkarleby,319,1/1/2016,Electric hybrids,Uppsala län,3,0.000317628,0.000317628
Älvkarleby,319,1/1/2016,Electricty,Uppsala län,0,0,0
Älvkarleby,319,1/1/2016,Ethanol,Uppsala län,0,0,0
Älvkarleby,319,1/1/2016,Gas,Uppsala län,74,0.007834833,0.002777263
Älvkarleby,319,1/1/2016,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2016,Plug-in hybrids,Uppsala län,1,0.000105876,0.000105876
Älvkarleby,319,1/1/2017,Diesel,Uppsala län,86,0.00914699,0.001629785
Älvkarleby,319,1/1/2017,Electric hybrids,Uppsala län,4,0.000425441,0.000107813
Älvkarleby,319,1/1/2017,Electricty,Uppsala län,0,0,0
Älvkarleby,319,1/1/2017,Ethanol,Uppsala län,0,0,0
Älvkarleby,319,1/1/2017,Gas,Uppsala län,78,0.008296107,0.000461274
Älvkarleby,319,1/1/2017,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2017,Plug-in hybrids,Uppsala län,0,0,-0.000105876
Älvkarleby,319,1/1/2018,Diesel,Uppsala län,35,0.003726576,-0.005420414
Älvkarleby,319,1/1/2018,Electric hybrids,Uppsala län,6,0.000638842,0.0002134
Älvkarleby,319,1/1/2018,Electricty,Uppsala län,1,0.000106474,0.000106474
Älvkarleby,319,1/1/2018,Ethanol,Uppsala län,0,0,0
Älvkarleby,319,1/1/2018,Gas,Uppsala län,76,0.008091993,-0.000204114
Älvkarleby,319,1/1/2018,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2018,Plug-in hybrids,Uppsala län,2,0.000212947,0.000212947
Älvkarleby,319,1/1/2019,Diesel,Uppsala län,33,0.003489479,-0.000237097
Älvkarleby,319,1/1/2019,Electric hybrids,Uppsala län,13,0.001374643,0.000735802
Älvkarleby,319,1/1/2019,Electricty,Uppsala län,5,0.000528709,0.000422235
Älvkarleby,319,1/1/2019,Ethanol,Uppsala län,0,0,0
Älvkarleby,319,1/1/2019,Gas,Uppsala län,67,0.007084699,-0.001007294
Älvkarleby,319,1/1/2019,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2019,Plug-in hybrids,Uppsala län,3,0.000317225,0.000104278
Älvkarleby,319,1/1/2020,Diesel,Uppsala län,15,0.001577121,-0.001912357
Älvkarleby,319,1/1/2020,Electric hybrids,Uppsala län,12,0.001261697,-0.000112946
Älvkarleby,319,1/1/2020,Electricty,Uppsala län,3,0.000315424,-0.000213285
Älvkarleby,319,1/1/2020,Ethanol,Uppsala län,1,0.000105141,0.000105141
Älvkarleby,319,1/1/2020,Gas,Uppsala län,49,0.005151929,-0.00193277
Älvkarleby,319,1/1/2020,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2020,Plug-in hybrids,Uppsala län,12,0.001261697,0.000944472
Älvkarleby,319,1/1/2021,Diesel,Uppsala län,22,0.002285239,0.000708118
Älvkarleby,319,1/1/2021,Electric hybrids,Uppsala län,10,0.001038745,-0.000222952
Älvkarleby,319,1/1/2021,Electricty,Uppsala län,23,0.002389114,0.00207369
Älvkarleby,319,1/1/2021,Ethanol,Uppsala län,2,0.000207749,0.000102608
Älvkarleby,319,1/1/2021,Gas,Uppsala län,21,0.002181365,-0.002970564
Älvkarleby,319,1/1/2021,NG,Uppsala län,0,0,0
Älvkarleby,319,1/1/2021,Plug-in hybrids,Uppsala län,15,0.001558118,0.000296421
Knivsta,330,1/1/2013,Diesel,Uppsala län,129,0.008279846,0
Knivsta,330,1/1/2013,Electric hybrids,Uppsala län,3,0.000192555,0
Knivsta,330,1/1/2013,Electricty,Uppsala län,0,0,0
Knivsta,330,1/1/2013,Ethanol,Uppsala län,1,6.42E-05,0
Knivsta,330,1/1/2013,Gas,Uppsala län,112,0.007188703,0
Knivsta,330,1/1/2013,NG,Uppsala län,0,0,0
Knivsta,330,1/1/2013,Plug-in hybrids,Uppsala län,1,6.42E-05,0
Knivsta,330,1/1/2014,Diesel,Uppsala län,130,0.008072027,-0.000207819
Knivsta,330,1/1/2014,Electric hybrids,Uppsala län,9,0.000558833,0.000366278
Knivsta,330,1/1/2014,Electricty,Uppsala län,1,6.21E-05,6.21E-05
Knivsta,330,1/1/2014,Ethanol,Uppsala län,1,6.21E-05,-2.09E-06
Knivsta,330,1/1/2014,Gas,Uppsala län,123,0.00763738,0.000448676
Knivsta,330,1/1/2014,NG,Uppsala län,1,6.21E-05,6.21E-05
Knivsta,330,1/1/2014,Plug-in hybrids,Uppsala län,1,6.21E-05,-2.09E-06
Knivsta,330,1/1/2015,Diesel,Uppsala län,167,0.009899816,0.001827789
Knivsta,330,1/1/2015,Electric hybrids,Uppsala län,8,0.000474243,-8.46E-05
Knivsta,330,1/1/2015,Electricty,Uppsala län,6,0.000355682,0.00029359
Knivsta,330,1/1/2015,Ethanol,Uppsala län,1,5.93E-05,-2.81E-06
Knivsta,330,1/1/2015,Gas,Uppsala län,145,0.008595649,0.000958269
Knivsta,330,1/1/2015,NG,Uppsala län,0,0,-6.21E-05
Knivsta,330,1/1/2015,Plug-in hybrids,Uppsala län,4,0.000237121,0.000175029
Knivsta,330,1/1/2016,Diesel,Uppsala län,183,0.01056399,0.000664174
Knivsta,330,1/1/2016,Electric hybrids,Uppsala län,15,0.000865901,0.000391658
Knivsta,330,1/1/2016,Electricty,Uppsala län,9,0.00051954,0.000163858
Knivsta,330,1/1/2016,Ethanol,Uppsala län,0,0,-5.93E-05
Knivsta,330,1/1/2016,Gas,Uppsala län,182,0.010506263,0.001910615
Knivsta,330,1/1/2016,NG,Uppsala län,0,0,0
Knivsta,330,1/1/2016,Plug-in hybrids,Uppsala län,3,0.00017318,-6.39E-05
Knivsta,330,1/1/2017,Diesel,Uppsala län,154,0.008525244,-0.002038746
Knivsta,330,1/1/2017,Electric hybrids,Uppsala län,20,0.001107174,0.000241274
Knivsta,330,1/1/2017,Electricty,Uppsala län,2,0.000110717,-0.000408823
Knivsta,330,1/1/2017,Ethanol,Uppsala län,0,0,0
Knivsta,330,1/1/2017,Gas,Uppsala län,208,0.011514615,0.001008351
Knivsta,330,1/1/2017,NG,Uppsala län,2,0.000110717,0.000110717
Knivsta,330,1/1/2017,Plug-in hybrids,Uppsala län,7,0.000387511,0.000214331
Knivsta,330,1/1/2018,Diesel,Uppsala län,107,0.005715812,-0.002809432
Knivsta,330,1/1/2018,Electric hybrids,Uppsala län,31,0.001655983,0.000548808
Knivsta,330,1/1/2018,Electricty,Uppsala län,11,0.000587607,0.000476889
Knivsta,330,1/1/2018,Ethanol,Uppsala län,0,0,0
Knivsta,330,1/1/2018,Gas,Uppsala län,224,0.011965812,0.000451197
Knivsta,330,1/1/2018,NG,Uppsala län,3,0.000160256,4.95E-05
Knivsta,330,1/1/2018,Plug-in hybrids,Uppsala län,20,0.001068376,0.000680865
Knivsta,330,1/1/2019,Diesel,Uppsala län,80,0.004247412,-0.0014684
Knivsta,330,1/1/2019,Electric hybrids,Uppsala län,60,0.003185559,0.001529576
Knivsta,330,1/1/2019,Electricty,Uppsala län,41,0.002176799,0.001589192
Knivsta,330,1/1/2019,Ethanol,Uppsala län,1,5.31E-05,5.31E-05
Knivsta,330,1/1/2019,Gas,Uppsala län,282,0.014972126,0.003006314
Knivsta,330,1/1/2019,NG,Uppsala län,1,5.31E-05,-0.000107164
Knivsta,330,1/1/2019,Plug-in hybrids,Uppsala län,22,0.001168038,9.97E-05
Knivsta,330,1/1/2020,Diesel,Uppsala län,49,0.002564639,-0.001682772
Knivsta,330,1/1/2020,Electric hybrids,Uppsala län,33,0.001727206,-0.001458353
Knivsta,330,1/1/2020,Electricty,Uppsala län,70,0.003663771,0.001486972
Knivsta,330,1/1/2020,Ethanol,Uppsala län,0,0,-5.31E-05
Knivsta,330,1/1/2020,Gas,Uppsala län,198,0.010363237,-0.00460889
Knivsta,330,1/1/2020,NG,Uppsala län,0,0,-5.31E-05
Knivsta,330,1/1/2020,Plug-in hybrids,Uppsala län,69,0.003611431,0.002443393
Knivsta,330,1/1/2021,Diesel,Uppsala län,42,0.002119285,-0.000445354
Knivsta,330,1/1/2021,Electric hybrids,Uppsala län,27,0.001362398,-0.000364808
Knivsta,330,1/1/2021,Electricty,Uppsala län,175,0.008830356,0.005166586
Knivsta,330,1/1/2021,Ethanol,Uppsala län,5,0.000252296,0.000252296
Knivsta,330,1/1/2021,Gas,Uppsala län,160,0.008073469,-0.002289768
Knivsta,330,1/1/2021,NG,Uppsala län,0,0,0
Knivsta,330,1/1/2021,Plug-in hybrids,Uppsala län,98,0.004944999,0.001333569
Heby,331,1/1/2013,Diesel,Uppsala län,88,0.006542751,0
Heby,331,1/1/2013,Electric hybrids,Uppsala län,0,0,0
Heby,331,1/1/2013,Electricty,Uppsala län,0,0,0
Heby,331,1/1/2013,Ethanol,Uppsala län,1,7.43E-05,0
Heby,331,1/1/2013,Gas,Uppsala län,55,0.004089219,0
Heby,331,1/1/2013,NG,Uppsala län,0,0,0
Heby,331,1/1/2013,Plug-in hybrids,Uppsala län,0,0,0
Heby,331,1/1/2014,Diesel,Uppsala län,101,0.007487027,0.000944276
Heby,331,1/1/2014,Electric hybrids,Uppsala län,0,0,0
Heby,331,1/1/2014,Electricty,Uppsala län,0,0,0
Heby,331,1/1/2014,Ethanol,Uppsala län,1,7.41E-05,-2.20E-07
Heby,331,1/1/2014,Gas,Uppsala län,67,0.004966642,0.000877423
Heby,331,1/1/2014,NG,Uppsala län,0,0,0
Heby,331,1/1/2014,Plug-in hybrids,Uppsala län,0,0,0
Heby,331,1/1/2015,Diesel,Uppsala län,151,0.011107842,0.003620814
Heby,331,1/1/2015,Electric hybrids,Uppsala län,0,0,0
Heby,331,1/1/2015,Electricty,Uppsala län,1,7.36E-05,7.36E-05
Heby,331,1/1/2015,Ethanol,Uppsala län,0,0,-7.41E-05
Heby,331,1/1/2015,Gas,Uppsala län,68,0.005002207,3.56E-05
Heby,331,1/1/2015,NG,Uppsala län,0,0,0
Heby,331,1/1/2015,Plug-in hybrids,Uppsala län,0,0,0
Heby,331,1/1/2016,Diesel,Uppsala län,128,0.009305707,-0.001802135
Heby,331,1/1/2016,Electric hybrids,Uppsala län,4,0.000290803,0.000290803
Heby,331,1/1/2016,Electricty,Uppsala län,0,0,-7.36E-05
Heby,331,1/1/2016,Ethanol,Uppsala län,0,0,0
Heby,331,1/1/2016,Gas,Uppsala län,94,0.006833879,0.001831672
Heby,331,1/1/2016,NG,Uppsala län,0,0,0
Heby,331,1/1/2016,Plug-in hybrids,Uppsala län,0,0,0
Heby,331,1/1/2017,Diesel,Uppsala län,104,0.007506857,-0.00179885
Heby,331,1/1/2017,Electric hybrids,Uppsala län,5,0.000360907,7.01E-05
Heby,331,1/1/2017,Electricty,Uppsala län,1,7.22E-05,7.22E-05
Heby,331,1/1/2017,Ethanol,Uppsala län,0,0,0
Heby,331,1/1/2017,Gas,Uppsala län,85,0.006135412,-0.000698466
Heby,331,1/1/2017,NG,Uppsala län,1,7.22E-05,7.22E-05
Heby,331,1/1/2017,Plug-in hybrids,Uppsala län,5,0.000360907,0.000360907
Heby,331,1/1/2018,Diesel,Uppsala län,77,0.005535586,-0.001971271
Heby,331,1/1/2018,Electric hybrids,Uppsala län,6,0.000431344,7.04E-05
Heby,331,1/1/2018,Electricty,Uppsala län,6,0.000431344,0.000359163
Heby,331,1/1/2018,Ethanol,Uppsala län,0,0,0
Heby,331,1/1/2018,Gas,Uppsala län,95,0.006829619,0.000694207
Heby,331,1/1/2018,NG,Uppsala län,1,7.19E-05,-2.91E-07
Heby,331,1/1/2018,Plug-in hybrids,Uppsala län,5,0.000359454,-1.45E-06
Heby,331,1/1/2019,Diesel,Uppsala län,89,0.006335872,0.000800287
Heby,331,1/1/2019,Electric hybrids,Uppsala län,10,0.000711896,0.000280551
Heby,331,1/1/2019,Electricty,Uppsala län,6,0.000427137,-4.21E-06
Heby,331,1/1/2019,Ethanol,Uppsala län,0,0,0
Heby,331,1/1/2019,Gas,Uppsala län,88,0.006264683,-0.000564936
Heby,331,1/1/2019,NG,Uppsala län,0,0,-7.19E-05
Heby,331,1/1/2019,Plug-in hybrids,Uppsala län,9,0.000640706,0.000281253
Heby,331,1/1/2020,Diesel,Uppsala län,45,0.003191263,-0.003144609
Heby,331,1/1/2020,Electric hybrids,Uppsala län,7,0.000496419,-0.000215477
Heby,331,1/1/2020,Electricty,Uppsala län,13,0.00092192,0.000494783
Heby,331,1/1/2020,Ethanol,Uppsala län,0,0,0
Heby,331,1/1/2020,Gas,Uppsala län,75,0.005318772,-0.000945911
Heby,331,1/1/2020,NG,Uppsala län,0,0,0
Heby,331,1/1/2020,Plug-in hybrids,Uppsala län,22,0.001560173,0.000919467
Heby,331,1/1/2021,Diesel,Uppsala län,27,0.001887716,-0.001303547
Heby,331,1/1/2021,Electric hybrids,Uppsala län,10,0.000699154,0.000202735
Heby,331,1/1/2021,Electricty,Uppsala län,38,0.002656785,0.001734865
Heby,331,1/1/2021,Ethanol,Uppsala län,2,0.000139831,0.000139831
Heby,331,1/1/2021,Gas,Uppsala län,57,0.003985178,-0.001333594
Heby,331,1/1/2021,NG,Uppsala län,0,0,0
Heby,331,1/1/2021,Plug-in hybrids,Uppsala län,35,0.002447039,0.000886866
Tierp,360,1/1/2013,Diesel,Uppsala län,176,0.008737093,0
Tierp,360,1/1/2013,Electric hybrids,Uppsala län,0,0,0
Tierp,360,1/1/2013,Electricty,Uppsala län,0,0,0
Tierp,360,1/1/2013,Ethanol,Uppsala län,0,0,0
Tierp,360,1/1/2013,Gas,Uppsala län,58,0.002879269,0
Tierp,360,1/1/2013,NG,Uppsala län,0,0,0
Tierp,360,1/1/2013,Plug-in hybrids,Uppsala län,1,4.96E-05,0
Tierp,360,1/1/2014,Diesel,Uppsala län,134,0.006618918,-0.002118175
Tierp,360,1/1/2014,Electric hybrids,Uppsala län,3,0.000148185,0.000148185
Tierp,360,1/1/2014,Electricty,Uppsala län,0,0,0
Tierp,360,1/1/2014,Ethanol,Uppsala län,2,9.88E-05,9.88E-05
Tierp,360,1/1/2014,Gas,Uppsala län,75,0.003704618,0.000825349
Tierp,360,1/1/2014,NG,Uppsala län,1,4.94E-05,4.94E-05
Tierp,360,1/1/2014,Plug-in hybrids,Uppsala län,2,9.88E-05,4.91E-05
Tierp,360,1/1/2015,Diesel,Uppsala län,132,0.006424296,-0.000194623
Tierp,360,1/1/2015,Electric hybrids,Uppsala län,2,9.73E-05,-5.08E-05
Tierp,360,1/1/2015,Electricty,Uppsala län,1,4.87E-05,4.87E-05
Tierp,360,1/1/2015,Ethanol,Uppsala län,0,0,-9.88E-05
Tierp,360,1/1/2015,Gas,Uppsala län,72,0.003504161,-0.000200457
Tierp,360,1/1/2015,NG,Uppsala län,0,0,-4.94E-05
Tierp,360,1/1/2015,Plug-in hybrids,Uppsala län,2,9.73E-05,-1.45E-06
Tierp,360,1/1/2016,Diesel,Uppsala län,168,0.008098727,0.001674432
Tierp,360,1/1/2016,Electric hybrids,Uppsala län,7,0.000337447,0.000240109
Tierp,360,1/1/2016,Electricty,Uppsala län,0,0,-4.87E-05
Tierp,360,1/1/2016,Ethanol,Uppsala län,0,0,0
Tierp,360,1/1/2016,Gas,Uppsala län,112,0.005399152,0.00189499
Tierp,360,1/1/2016,NG,Uppsala län,0,0,0
Tierp,360,1/1/2016,Plug-in hybrids,Uppsala län,2,9.64E-05,-9.24E-07
Tierp,360,1/1/2017,Diesel,Uppsala län,183,0.00874343,0.000644703
Tierp,360,1/1/2017,Electric hybrids,Uppsala län,16,0.000764453,0.000427006
Tierp,360,1/1/2017,Electricty,Uppsala län,2,9.56E-05,9.56E-05
Tierp,360,1/1/2017,Ethanol,Uppsala län,0,0,0
Tierp,360,1/1/2017,Gas,Uppsala län,103,0.004921166,-0.000477986
Tierp,360,1/1/2017,NG,Uppsala län,0,0,0
Tierp,360,1/1/2017,Plug-in hybrids,Uppsala län,4,0.000191113,9.47E-05
Tierp,360,1/1/2018,Diesel,Uppsala län,76,0.003597293,-0.005146138
Tierp,360,1/1/2018,Electric hybrids,Uppsala län,9,0.000425995,-0.000338458
Tierp,360,1/1/2018,Electricty,Uppsala län,3,0.000141998,4.64E-05
Tierp,360,1/1/2018,Ethanol,Uppsala län,0,0,0
Tierp,360,1/1/2018,Gas,Uppsala län,114,0.005395939,0.000474773
Tierp,360,1/1/2018,NG,Uppsala län,0,0,0
Tierp,360,1/1/2018,Plug-in hybrids,Uppsala län,3,0.000141998,-4.91E-05
Tierp,360,1/1/2019,Diesel,Uppsala län,73,0.003453823,-0.00014347
Tierp,360,1/1/2019,Electric hybrids,Uppsala län,12,0.000567752,0.000141757
Tierp,360,1/1/2019,Electricty,Uppsala län,9,0.000425814,0.000283815
Tierp,360,1/1/2019,Ethanol,Uppsala län,1,4.73E-05,4.73E-05
Tierp,360,1/1/2019,Gas,Uppsala län,111,0.005251703,-0.000144236
Tierp,360,1/1/2019,NG,Uppsala län,1,4.73E-05,4.73E-05
Tierp,360,1/1/2019,Plug-in hybrids,Uppsala län,9,0.000425814,0.000283815
Tierp,360,1/1/2020,Diesel,Uppsala län,68,0.003188447,-0.000265376
Tierp,360,1/1/2020,Electric hybrids,Uppsala län,13,0.000609556,4.18E-05
Tierp,360,1/1/2020,Electricty,Uppsala län,25,0.001172223,0.000746409
Tierp,360,1/1/2020,Ethanol,Uppsala län,1,4.69E-05,-4.24E-07
Tierp,360,1/1/2020,Gas,Uppsala län,94,0.004407558,-0.000844145
Tierp,360,1/1/2020,NG,Uppsala län,0,0,-4.73E-05
Tierp,360,1/1/2020,Plug-in hybrids,Uppsala län,21,0.000984667,0.000558854
Tierp,360,1/1/2021,Diesel,Uppsala län,39,0.00181522,-0.001373227
Tierp,360,1/1/2021,Electric hybrids,Uppsala län,18,0.000837794,0.000228238
Tierp,360,1/1/2021,Electricty,Uppsala län,52,0.002420293,0.00124807
Tierp,360,1/1/2021,Ethanol,Uppsala län,2,9.31E-05,4.62E-05
Tierp,360,1/1/2021,Gas,Uppsala län,67,0.003118455,-0.001289104
Tierp,360,1/1/2021,NG,Uppsala län,0,0,0
Tierp,360,1/1/2021,Plug-in hybrids,Uppsala län,36,0.001675588,0.00069092
Uppsala,380,1/1/2013,Diesel,Uppsala län,4307,0.020989381,0
Uppsala,380,1/1/2013,Electric hybrids,Uppsala län,113,0.000550685,0
Uppsala,380,1/1/2013,Electricty,Uppsala län,4,1.95E-05,0
Uppsala,380,1/1/2013,Ethanol,Uppsala län,62,0.000302146,0
Uppsala,380,1/1/2013,Gas,Uppsala län,2346,0.011432804,0
Uppsala,380,1/1/2013,NG,Uppsala län,63,0.000307019,0
Uppsala,380,1/1/2013,Plug-in hybrids,Uppsala län,29,0.000141326,0
Uppsala,380,1/1/2014,Diesel,Uppsala län,4362,0.021035677,4.63E-05
Uppsala,380,1/1/2014,Electric hybrids,Uppsala län,176,0.000848757,0.000298072
Uppsala,380,1/1/2014,Electricty,Uppsala län,27,0.000130207,0.000110714
Uppsala,380,1/1/2014,Ethanol,Uppsala län,91,0.000438846,0.0001367
Uppsala,380,1/1/2014,Gas,Uppsala län,2484,0.011979051,0.000546247
Uppsala,380,1/1/2014,NG,Uppsala län,84,0.000405089,9.81E-05
Uppsala,380,1/1/2014,Plug-in hybrids,Uppsala län,107,0.000516006,0.00037468
Uppsala,380,1/1/2015,Diesel,Uppsala län,4166,0.0198262,-0.001209477
Uppsala,380,1/1/2015,Electric hybrids,Uppsala län,207,0.000985123,0.000136366
Uppsala,380,1/1/2015,Electricty,Uppsala län,66,0.000314097,0.00018389
Uppsala,380,1/1/2015,Ethanol,Uppsala län,53,0.00025223,-0.000186616
Uppsala,380,1/1/2015,Gas,Uppsala län,2787,0.01326347,0.001284419
Uppsala,380,1/1/2015,NG,Uppsala län,77,0.000366447,-3.86E-05
Uppsala,380,1/1/2015,Plug-in hybrids,Uppsala län,248,0.001180244,0.000664238
Uppsala,380,1/1/2016,Diesel,Uppsala län,3765,0.017547621,-0.002278579
Uppsala,380,1/1/2016,Electric hybrids,Uppsala län,339,0.001579985,0.000594862
Uppsala,380,1/1/2016,Electricty,Uppsala län,66,0.000307608,-6.49E-06
Uppsala,380,1/1/2016,Ethanol,Uppsala län,70,0.000326251,7.40E-05
Uppsala,380,1/1/2016,Gas,Uppsala län,2950,0.013749132,0.000485661
Uppsala,380,1/1/2016,NG,Uppsala län,56,0.000261,-0.000105446
Uppsala,380,1/1/2016,Plug-in hybrids,Uppsala län,159,0.000741055,-0.000439189
Uppsala,380,1/1/2017,Diesel,Uppsala län,2933,0.013337032,-0.004210589
Uppsala,380,1/1/2017,Electric hybrids,Uppsala län,409,0.001859818,0.000279833
Uppsala,380,1/1/2017,Electricty,Uppsala län,78,0.000354684,4.71E-05
Uppsala,380,1/1/2017,Ethanol,Uppsala län,119,0.000541121,0.00021487
Uppsala,380,1/1/2017,Gas,Uppsala län,3121,0.014191911,0.000442779
Uppsala,380,1/1/2017,NG,Uppsala län,85,0.000386515,0.000125514
Uppsala,380,1/1/2017,Plug-in hybrids,Uppsala län,293,0.001332339,0.000591284
Uppsala,380,1/1/2018,Diesel,Uppsala län,2276,0.010108188,-0.003228844
Uppsala,380,1/1/2018,Electric hybrids,Uppsala län,532,0.002362722,0.000502904
Uppsala,380,1/1/2018,Electricty,Uppsala län,128,0.000568475,0.00021379
Uppsala,380,1/1/2018,Ethanol,Uppsala län,86,0.000381944,-0.000159177
Uppsala,380,1/1/2018,Gas,Uppsala län,2912,0.012932796,-0.001259116
Uppsala,380,1/1/2018,NG,Uppsala län,60,0.000266472,-0.000120042
Uppsala,380,1/1/2018,Plug-in hybrids,Uppsala län,359,0.001594393,0.000262054
Uppsala,380,1/1/2019,Diesel,Uppsala län,1525,0.006608397,-0.003499791
Uppsala,380,1/1/2019,Electric hybrids,Uppsala län,729,0.003159031,0.000796308
Uppsala,380,1/1/2019,Electricty,Uppsala län,336,0.001456014,0.00088754
Uppsala,380,1/1/2019,Ethanol,Uppsala län,66,0.000286003,-9.59E-05
Uppsala,380,1/1/2019,Gas,Uppsala län,2923,0.012666456,-0.00026634
Uppsala,380,1/1/2019,NG,Uppsala län,115,0.000498338,0.000231866
Uppsala,380,1/1/2019,Plug-in hybrids,Uppsala län,422,0.001828684,0.000234291
Uppsala,380,1/1/2020,Diesel,Uppsala län,760,0.003250099,-0.003358298
Uppsala,380,1/1/2020,Electric hybrids,Uppsala län,650,0.00277969,-0.00037934
Uppsala,380,1/1/2020,Electricty,Uppsala län,599,0.002561592,0.001105577
Uppsala,380,1/1/2020,Ethanol,Uppsala län,4,1.71E-05,-0.000268897
Uppsala,380,1/1/2020,Gas,Uppsala län,1763,0.007539375,-0.00512708
Uppsala,380,1/1/2020,NG,Uppsala län,58,0.000248034,-0.000250304
Uppsala,380,1/1/2020,Plug-in hybrids,Uppsala län,880,0.003763273,0.001934589
Uppsala,380,1/1/2021,Diesel,Uppsala län,570,0.00239903,-0.000851069
Uppsala,380,1/1/2021,Electric hybrids,Uppsala län,605,0.002546339,-0.000233351
Uppsala,380,1/1/2021,Electricty,Uppsala län,979,0.00412044,0.001558848
Uppsala,380,1/1/2021,Ethanol,Uppsala län,16,6.73E-05,5.02E-05
Uppsala,380,1/1/2021,Gas,Uppsala län,1448,0.006094379,-0.001444997
Uppsala,380,1/1/2021,NG,Uppsala län,12,5.05E-05,-0.000197528
Uppsala,380,1/1/2021,Plug-in hybrids,Uppsala län,1163,0.004894864,0.001131591
Enköping,381,1/1/2013,Diesel,Uppsala län,839,0.02063656,0
Enköping,381,1/1/2013,Electric hybrids,Uppsala län,29,0.000713302,0
Enköping,381,1/1/2013,Electricty,Uppsala län,2,4.92E-05,0
Enköping,381,1/1/2013,Ethanol,Uppsala län,35,0.000860882,0
Enköping,381,1/1/2013,Gas,Uppsala län,536,0.013183786,0
Enköping,381,1/1/2013,NG,Uppsala län,4,9.84E-05,0
Enköping,381,1/1/2013,Plug-in hybrids,Uppsala län,8,0.000196773,0
Enköping,381,1/1/2014,Diesel,Uppsala län,1046,0.02541117,0.00477461
Enköping,381,1/1/2014,Electric hybrids,Uppsala län,39,0.000947453,0.000234151
Enköping,381,1/1/2014,Electricty,Uppsala län,4,9.72E-05,4.80E-05
Enköping,381,1/1/2014,Ethanol,Uppsala län,9,0.000218643,-0.000642239
Enköping,381,1/1/2014,Gas,Uppsala län,654,0.015888055,0.002704269
Enköping,381,1/1/2014,NG,Uppsala län,5,0.000121468,2.31E-05
Enköping,381,1/1/2014,Plug-in hybrids,Uppsala län,15,0.000364405,0.000167632
Enköping,381,1/1/2015,Diesel,Uppsala län,1079,0.025756093,0.000344923
Enköping,381,1/1/2015,Electric hybrids,Uppsala län,40,0.000954813,7.36E-06
Enköping,381,1/1/2015,Electricty,Uppsala län,9,0.000214833,0.000117658
Enköping,381,1/1/2015,Ethanol,Uppsala län,1,2.39E-05,-0.000194773
Enköping,381,1/1/2015,Gas,Uppsala län,729,0.017401475,0.00151342
Enköping,381,1/1/2015,NG,Uppsala län,3,7.16E-05,-4.99E-05
Enköping,381,1/1/2015,Plug-in hybrids,Uppsala län,13,0.000310314,-5.41E-05
Enköping,381,1/1/2016,Diesel,Uppsala län,1061,0.024681306,-0.001074786
Enköping,381,1/1/2016,Electric hybrids,Uppsala län,70,0.001628361,0.000673548
Enköping,381,1/1/2016,Electricty,Uppsala län,9,0.000209361,-5.47E-06
Enköping,381,1/1/2016,Ethanol,Uppsala län,1,2.33E-05,-6.08E-07
Enköping,381,1/1/2016,Gas,Uppsala län,813,0.018912255,0.001510779
Enköping,381,1/1/2016,NG,Uppsala län,8,0.000186098,0.000114487
Enköping,381,1/1/2016,Plug-in hybrids,Uppsala län,23,0.000535033,0.000224719
Enköping,381,1/1/2017,Diesel,Uppsala län,791,0.018060598,-0.006620709
Enköping,381,1/1/2017,Electric hybrids,Uppsala län,127,0.002899742,0.001271381
Enköping,381,1/1/2017,Electricty,Uppsala län,9,0.000205494,-3.87E-06
Enköping,381,1/1/2017,Ethanol,Uppsala län,8,0.000182661,0.000159399
Enköping,381,1/1/2017,Gas,Uppsala län,689,0.015731671,-0.003180583
Enköping,381,1/1/2017,NG,Uppsala län,6,0.000136996,-4.91E-05
Enköping,381,1/1/2017,Plug-in hybrids,Uppsala län,43,0.000981802,0.000446769
Enköping,381,1/1/2018,Diesel,Uppsala län,590,0.013279615,-0.004780983
Enköping,381,1/1/2018,Electric hybrids,Uppsala län,172,0.003871345,0.000971603
